日期,開盤指數,最高指數,最低指數,收盤指數,日　期,發行量加權股價報酬指數,Date,Open,High,Low,Close,Adj Close,Dividends,Stock Splits
114/03/03,"22,734.05","22,775.02","22,611.10","22,756.25",114/03/03,"50,319.09",2025-03-03,22734.05,22775.02,22611.1,22756.25,50319.09,0,0
114/03/04,"22,508.80","22,700.94","22,359.50","22,596.88",114/03/04,"49,966.71",2025-03-04,22508.8,22700.94,22359.5,22596.88,49966.71,0,0
114/03/05,"22,778.86","22,948.30","22,757.22","22,871.90",114/03/05,"50,574.84",2025-03-05,22778.86,22948.3,22757.22,22871.9,50574.84,0,0
114/03/06,"22,930.11","22,979.97","22,715.43","22,715.43",114/03/06,"50,228.85",2025-03-06,22930.11,22979.97,22715.43,22715.43,50228.85,0,0
114/03/07,"22,696.23","22,747.11","22,542.08","22,576.07",114/03/07,"49,920.68",2025-03-07,22696.23,22747.11,22542.08,22576.07,49920.68,0,0
114/03/10,"22,548.98","22,641.25","22,407.57","22,459.15",114/03/10,"49,662.16",2025-03-10,22548.98,22641.25,22407.57,22459.15,49662.16,0,0
114/03/11,"22,126.06","22,140.39","21,769.57","22,071.09",114/03/11,"48,804.06",2025-03-11,22126.06,22140.39,21769.57,22071.09,48804.06,0,0
114/03/12,"22,171.10","22,391.47","22,153.61","22,278.36",114/03/12,"49,262.37",2025-03-12,22171.1,22391.47,22153.61,22278.36,49262.37,0,0
114/03/13,"22,403.34","22,552.43","21,961.68","21,961.68",114/03/13,"48,563.54",2025-03-13,22403.34,22552.43,21961.68,21961.68,48563.54,0,0
114/03/14,"21,986.81","22,074.03","21,895.90","21,968.05",114/03/14,"48,577.62",2025-03-14,21986.81,22074.03,21895.9,21968.05,48577.62,0,0
114/03/17,"22,137.53","22,306.83","22,110.08","22,118.63",114/03/17,"48,910.70",2025-03-17,22137.53,22306.83,22110.08,22118.63,48910.7,0,0
