日期,臺灣50指數,臺灣50報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
110/11/01,"13,378.02","26,769.89",2021-11-01,13378.02,26769.89,0,0
110/11/02,"13,408.33","26,830.54",2021-11-02,13408.33,26830.54,0,0
110/11/03,"13,434.04","26,881.99",2021-11-03,13434.04,26881.99,0,0
110/11/04,"13,373.22","26,760.30",2021-11-04,13373.22,26760.3,0,0
110/11/05,"13,600.89","27,215.87",2021-11-05,13600.89,27215.87,0,0
110/11/08,"13,709.75","27,433.70",2021-11-08,13709.75,27433.7,0,0
110/11/09,"13,822.16","27,658.63",2021-11-09,13822.16,27658.63,0,0
110/11/10,"13,812.00","27,638.31",2021-11-10,13812.0,27638.31,0,0
110/11/11,"13,694.26","27,402.70",2021-11-11,13694.26,27402.7,0,0
110/11/12,"13,734.83","27,483.89",2021-11-12,13734.83,27483.89,0,0
110/11/15,"13,831.90","27,678.13",2021-11-15,13831.9,27678.13,0,0
