日期,臺灣50指數,臺灣50報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
111/07/01,"10,979.01","22,410.34",2022-07-01,10979.01,22410.34,0,0
111/07/04,"10,795.78","22,132.05",2022-07-04,10795.78,22132.05,0,0
111/07/05,"10,887.07","22,358.51",2022-07-05,10887.07,22358.51,0,0
111/07/06,"10,600.75","21,823.76",2022-07-06,10600.75,21823.76,0,0
111/07/07,"10,941.64","22,534.42",2022-07-07,10941.64,22534.42,0,0
111/07/08,"11,057.53","22,786.18",2022-07-08,11057.53,22786.18,0,0
111/07/11,"10,949.23","22,563.00",2022-07-11,10949.23,22563.0,0,0
111/07/12,"10,656.41","21,986.50",2022-07-12,10656.41,21986.5,0,0
111/07/13,"11,006.14","22,708.07",2022-07-13,11006.14,22708.07,0,0
111/07/14,"11,091.99","22,911.58",2022-07-14,11091.99,22911.58,0,0
111/07/15,"11,255.36","23,253.11",2022-07-15,11255.36,23253.11,0,0
111/07/18,"11,364.54","23,478.68",2022-07-18,11364.54,23478.68,0,0
