日期,臺灣中型100指數,臺灣中型100報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
113/10/01,"19,751.40","40,849.55",2024-10-01,19751.4,40849.55,0,0
113/10/04,"19,458.86","40,244.51",2024-10-04,19458.86,40244.51,0,0
113/10/07,"19,736.87","40,819.48",2024-10-07,19736.87,40819.48,0,0
113/10/08,"19,572.48","40,479.51",2024-10-08,19572.48,40479.51,0,0
113/10/09,"19,513.55","40,357.64",2024-10-09,19513.55,40357.64,0,0
113/10/11,"19,507.01","40,344.10",2024-10-11,19507.01,40344.1,0,0
113/10/14,"19,630.93","40,600.40",2024-10-14,19630.93,40600.4,0,0
113/10/15,"19,636.42","40,611.74",2024-10-15,19636.42,40611.74,0,0
113/10/16,"19,578.26","40,491.46",2024-10-16,19578.26,40491.46,0,0
113/10/17,"19,798.93","40,947.84",2024-10-17,19798.93,40947.84,0,0
